"Contig","Description","Top_hit","BitScore","Evalue"
"k141_1668371.concoct_part_0","CP050324.1","Pseudomonas aeruginosa strain DVT427 chromosome, compl...","8985",0
"k141_2394147.concoct_part_0","CP053988.1","Abiotrophia defectiva strain FDAARGOS_785 chromosome, ...","2710",0
"k141_2394185.concoct_part_0","LS483444.1","Streptococcus australis strain NCTC13166 genome assemb...","1681",0
"k141_2394235.concoct_part_0","CP001721.1","Atopobium parvulum DSM 20469, complete genome","1779",0
"k141_1669405.concoct_part_0","CP032057.1","Prevotella denticola strain KCOM 1525 chromosome 2, co...","6028",0
"k141_2768149.concoct_part_0","CP023510.1","Rothia mucilaginosa strain FDAARGOS_369 chromosome, co...","2420",0
"k141_2768500.concoct_part_0","LS483443.1","Aggregatibacter segnis strain NCTC10977 genome assembl...","1709",0
"k141_2017194.concoct_part_0","CP031877.1","Pseudomonas aeruginosa strain WPB100 chromosome","36420",0
"k141_2395941.concoct_part_0","CP003215.1","Corynebacterium diphtheriae HC04, complete genome","479",7e-131
"k141_2396241.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","2220",0
"k141_2017494.concoct_part_0","CP053939.1","Neisseria mucosa strain FDAARGOS_758 chromosome, compl...","1879",0
"k141_920072.concoct_part_1","CP040439.1","Stenotrophomonas maltophilia strain PEG-141 chromosome...","14079",0
"k141_1297388.concoct_part_0","CP032832.1","Klebsiella pneumoniae strain INF078 plasmid pINF078-VP...","8215",0
"k141_2017729.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","3352",0
"k141_920266.concoct_part_0","","","",NA
"k141_3863101.concoct_part_0","","","",NA
"k141_920696.concoct_part_0","LR134489.1","Capnocytophaga sputigena strain NCTC11097 genome assem...","7256",0
"k141_920931.concoct_part_0","","","",NA
"k141_3863776.concoct_part_0","CP027111.1","Enterobacter hormaechei strain BW chromosome, complete...","2215",0
"k141_556140.concoct_part_0","CP003858.1","Streptococcus intermedius C270, complete genome","5275",0
"k141_3864287.concoct_part_0","CP014232.1","Actinomyces oris strain T14V, complete genome","6327",0
"k141_3167856.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","1411",0
"k141_1673293.concoct_part_0","CP028150.1","Neisseria mucosa strain ATCC 19696 chromosome, complet...","2289",0
"k141_2020026.concoct_part_0","CP053988.1","Abiotrophia defectiva strain FDAARGOS_785 chromosome, ...","2883",0
"k141_3508260.concoct_part_0","AP023349.1","Streptococcus mitis Nm-65 DNA, complete genome","5657",0
"k141_557548.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","1038",0
"k141_4266355.concoct_part_0","LR134521.1","Rothia dentocariosa strain NCTC10918 genome assembly, ...","2715",0
"k141_3168993.concoct_part_0","LR739071.1","Pseudomonas aeruginosa strain C7-25 genome assembly, c...","12602",0
"k141_3865783.concoct_part_0","","","",NA
"k141_2772818.concoct_part_0","CP031571.1","Enterobacter hormaechei strain N1 chromosome, complete...","3123",0
"k141_558051.concoct_part_0","CP020452.2","Neisseria mucosa strain FDAARGOS_260 chromosome, compl...","6329",0
"k141_1301483.concoct_part_0","CP039887.1","Neisseria subflava strain ATCC 49275 chromosome, compl...","2904",0
"k141_1675368.concoct_part_0","CP050175.1","Streptococcus pneumoniae strain PZ900701590 chromosome...","1578",0
"k141_924150.concoct_part_0","LS483369.1","Neisseria cinerea strain NCTC10294 genome assembly, ch...","1999",0
"k141_558726.concoct_part_2","CP048043.1","Serratia liquefaciens strain JL02 chromosome, complete...","17972",0
"k141_4267821.concoct_part_0","LT906482.1","Eikenella corrodens strain NCTC10596 genome assembly, ...","1496",0
"k141_2774335.concoct_part_0","CP007064.1","Fusobacterium nucleatum subsp. vincentii 3_1_27 chromo...","2940",0
"k141_1675763.concoct_part_0","HG938371.2","Burkholderia cenocepacia H111 chromosome 2, complete g...","9461",0
"k141_4268117.concoct_part_0","CP035451.1","Streptococcus pyogenes strain emm230 chromosome, compl...","5308",0
"k141_2021825.concoct_part_0","CP051132.1","Enterobacter hormaechei strain AMS-38 chromosome, comp...","3452",0
"k141_195168.concoct_part_0","CP053027.1","Streptococcus agalactiae strain 01173 chromosome, comp...","27362",0
"k141_926240.concoct_part_0","","","",NA
"k141_1304262.concoct_part_0","CP054135.1","Streptococcus oralis subsp. oralis strain ATCC 10557 c...","1984",0
"k141_197432.concoct_part_0","CP022124.1","Fusobacterium nucleatum subsp. animalis strain ChDC F3...","1951",0
"k141_197481.concoct_part_1","CP026702.1","Serratia marcescens strain AR_0027 chromosome, complet...","33504",0
"k141_3871193.concoct_part_0","","","",NA
"k141_3174888.concoct_part_0","CP019562.1","Streptococcus oralis strain S.MIT/ORALIS-351, complete...","3179",0
"k141_3175170.concoct_part_0","AP011540.1","Rothia mucilaginosa DY-18 DNA, complete genome","2056",0
"k141_2404295.concoct_part_0","CP014326.1","Streptococcus mitis strain SVGS_061, complete genome","9516",0
"k141_929325.concoct_part_0","LR796240.1","Treponema socranskii subsp. buccale strain Marseille-C...","481",5e-132
"k141_2025983.concoct_part_0","CP048401.1","Listeria monocytogenes strain 4/52-1953 chromosome, co...","134",2e-27
"k141_3176031.concoct_part_0","CP053998.1","Streptococcus salivarius strain FDAARGOS_771 chromosom...","4043",0
"k141_1308320.concoct_part_0","LR134254.1","Klebsiella aerogenes strain NCTC9644 genome assembly, ...","21579",0
"k141_2780892.concoct_part_0","","","",NA
"k141_4273129.concoct_part_2","LR798194.1","Burkholderia cenocepacia strain IST439 genome assembly...","14567",0
"k141_1681335.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","2037",0
"k141_3177260.concoct_part_1","CP024599.1","Porphyromonas gingivalis strain KCOM 2800 chromosome, ...","17906",0
"k141_3874454.concoct_part_0","CP007399.1","Pseudomonas aeruginosa strain F22031, complete genome","17294",0
"k141_931333.concoct_part_0","CP047691.1","Serratia marcescens strain C110 chromosome, complete g...","19904",0
"k141_3177603.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","1421",0
"k141_3517012.concoct_part_0","CP003667.1","Prevotella sp. oral taxon 299 str. F0039 plasmid, comp...","7088",0
"k141_3876251.concoct_part_0","CP059571.1","Neisseria bacilliformis strain DSM 23338 chromosome, c...","11188",0
"k141_2784006.concoct_part_0","CP053988.1","Abiotrophia defectiva strain FDAARGOS_785 chromosome, ...","3321",0
"k141_3517888.concoct_part_0","AP022867.1","Haemophilus influenzae 2018-Y40 DNA, complete genome","5668",0
"k141_563498.concoct_part_0","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","15315",0
"k141_563498.concoct_part_34","CP040437.1","Stenotrophomonas maltophilia strain PEG-305 chromosome...","13987",0
"k141_563498.concoct_part_41","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","15658",0
"k141_563498.concoct_part_42","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","15300",0
"k141_563498.concoct_part_46","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","15832",0
"k141_563498.concoct_part_52","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","17267",0
"k141_563498.concoct_part_60","CP033877.1","Stenotrophomonas maltophilia strain 291 chromosome","10909",0
"k141_563498.concoct_part_72","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","11418",0
"k141_563498.concoct_part_73","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","9070",0
"k141_563498.concoct_part_76","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","13817",0
"k141_563498.concoct_part_79","CP040433.1","Stenotrophomonas maltophilia strain SKK55 chromosome, ...","11594",0
"k141_1312154.concoct_part_0","CP021867.1","Streptococcus agalactiae strain SG-M25, complete genome","2126",0
"k141_934277.concoct_part_0","CP022384.1","Capnocytophaga leadbetteri strain H6253 chromosome, co...","4373",0
"k141_2408681.concoct_part_0","CP006776.1","Streptococcus sp. I-P16, complete genome","4835",0
"k141_3877997.concoct_part_0","","","",NA
"k141_204797.concoct_part_0","CP053706.1","Pseudomonas aeruginosa strain PAC1 chromosome, complet...","12526",0
"k141_935196.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","1857",0
"k141_3519585.concoct_part_2","CP040437.1","Stenotrophomonas maltophilia strain PEG-305 chromosome...","13189",0
"k141_3519585.concoct_part_4","CP028899.1","Stenotrophomonas maltophilia strain AB550 chromosome, ...","14127",0
"k141_3519585.concoct_part_6","CP040436.1","Stenotrophomonas maltophilia strain PEG-390 chromosome...","14303",0
"k141_3519585.concoct_part_7","CP040434.1","Stenotrophomonas maltophilia strain PEG-68 chromosome,...","9463",0
"k141_4277462.concoct_part_0","CP003191.1","Tannerella forsythia 92A2, complete genome","12772",0
"k141_1314024.concoct_part_0","FQ312002.1","Haemophilus parainfluenzae T3T1 complete genome","1555",0
"k141_3520128.concoct_part_0","CP027241.1","Lachnospiraceae bacterium oral taxon 500 strain W11650...","4961",0
"k141_3879494.concoct_part_0","CP039887.1","Neisseria subflava strain ATCC 49275 chromosome, compl...","6610",0
"k141_4278027.concoct_part_0","CP054214.1","Escherichia coli strain EcPF40 chromosome, complete ge...","1879",0
"k141_206218.concoct_part_0","CP047845.1","Staphylococcus aureus strain UP_591 chromosome, comple...","22829",0
"k141_3520774.concoct_part_0","AL766850.1","Streptococcus agalactiae NEM316 complete genome, segme...","18462",0
"k141_936764.concoct_part_0","CP001721.1","Atopobium parvulum DSM 20469, complete genome","1363",0
"k141_1315402.concoct_part_0","CP023864.1","Prevotella jejuni strain CD3:33 chromosome II, complet...","110",4e-19
"k141_3880705.concoct_part_0","CP022384.1","Capnocytophaga leadbetteri strain H6253 chromosome, co...","3386",0
"k141_1315502.concoct_part_0","CP000962.1","Clostridium botulinum A3 str. Loch Maree, complete genome","60.2",3e-05
"k141_937524.concoct_part_0","CP048598.1","Klebsiella aerogenes strain AUH-KAM-9 chromosome, comp...","2209",0
"k141_4279436.concoct_part_0","CP032668.1","Listeria monocytogenes strain 52873 chromosome, comple...","156",4e-34
"k141_207904.concoct_part_0","LS483364.1","Streptococcus sanguinis strain NCTC11086 genome assemb...","1993",0
"k141_3521942.concoct_part_3","CP034157.1","Cloacibacterium normanense strain NRS-1 chromosome, co...","2994",0
"k141_2411612.concoct_part_0","CP059571.1","Neisseria bacilliformis strain DSM 23338 chromosome, c...","2647",0
"k141_1687739.concoct_part_0","CP014232.1","Actinomyces oris strain T14V, complete genome","6083",0
"k141_2412099.concoct_part_0","","","",NA
"k141_3522609.concoct_part_0","","","",NA
"k141_208886.concoct_part_0","CP054018.1","Rothia dentocariosa strain FDAARGOS_752 chromosome, co...","3864",0
"k141_2034245.concoct_part_0","AP019835.1","Leptotrichia wadei JMUB3934 DNA, complete genome","3404",0
"k141_568380.concoct_part_0","CP026050.1","Serratia marcescens strain FDAARGOS_65 chromosome, com...","6957",0
"k141_2412489.concoct_part_0","LR134285.1","Streptococcus australis strain NCTC3168 genome assembl...","1877",0
"k141_1688634.concoct_part_0","AP017894.1","Actinomyces naeslundii DNA, complete genome","3875",0
"k141_3883687.concoct_part_0","CP031679.1","Haemophilus influenzae strain P676-2514 chromosome, co...","1927",0
"k141_3883813.concoct_part_0","LS483444.1","Streptococcus australis strain NCTC13166 genome assemb...","3578",0
"k141_569404.concoct_part_0","CP018917.1","Serratia marcescens strain UMH5, complete genome","4482",0
"k141_3524181.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","3445",0
"k141_940748.concoct_part_0","CP033162.1","Serratia sp. P2ACOL2 chromosome, complete genome","16737",0
"k141_2035966.concoct_part_0","LS483369.1","Neisseria cinerea strain NCTC10294 genome assembly, ch...","5164",0
"k141_1690519.concoct_part_0","CP040804.1","Streptococcus salivarius strain LAB813 chromosome, com...","3882",0
"k141_2036444.concoct_part_0","MH587576.1","Staphylococcus aureus strain WG512 plasmid pWBG14, com...","7771",0
"k141_2036673.concoct_part_0","CP054236.1","Escherichia coli strain EcPF5 chromosome, complete genome","1893",0
"k141_211615.concoct_part_0","CP023510.1","Rothia mucilaginosa strain FDAARGOS_369 chromosome, co...","8224",0
"k141_3525229.concoct_part_0","CP046315.1","Schaalia odontolytica strain FDAARGOS_732 chromosome, ...","939",0
"k141_2414931.concoct_part_1","CP047691.1","Serratia marcescens strain C110 chromosome, complete g...","18421",0
"k141_2414949.concoct_part_0","CP022386.1","Capnocytophaga gingivalis strain H1496 chromosome, com...","1685",0
"k141_3525783.concoct_part_0","FQ312002.1","Haemophilus parainfluenzae T3T1 complete genome","8684",0
"k141_3186930.concoct_part_0","","","",NA
"k141_4284070.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","1674",0
"k141_3526013.concoct_part_0","CP046335.1","Streptococcus mitis strain FDAARGOS_684 chromosome, co...","1557",0
"k141_2795213.concoct_part_0","CP047787.1","Staphylococcus aureus strain UP_1108 chromosome, compl...","3406",0
"k141_1321301.concoct_part_0","","","",NA
"k141_4284958.concoct_part_0","CP060487.1","Serratia marcescens strain MGH246 chromosome","4156",0
"k141_2795805.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","2063",0
"k141_1691955.concoct_part_1","LR798193.1","Burkholderia cenocepacia strain IST439 genome assembly...","18318",0
"k141_1691955.concoct_part_4","CP019666.1","Burkholderia cenocepacia strain VC2307 chromosome 1 se...","18318",0
"k141_2039014.concoct_part_0","CP027236.1","Actinomyces sp. oral taxon 897 strain F0631 chromosome...","686",0
"k141_573171.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","2850",0
"k141_573344.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","7271",0
"k141_1322635.concoct_part_0","CP028150.1","Neisseria mucosa strain ATCC 19696 chromosome, complet...","2298",0
"k141_3189096.concoct_part_0","CP031243.1","Haemophilus haemolyticus strain M19346 chromosome, com...","4048",0
"k141_2040120.concoct_part_0","CP038817.1","Haemophilus parahaemolyticus strain NEB129 chromosome,...","2547",0
"k141_214475.concoct_part_0","CP046328.1","Streptococcus gordonii strain FDAARGOS_683 chromosome,...","3288",0
"k141_4287065.concoct_part_5","LR134520.1","Streptococcus agalactiae strain NCTC13947 genome assem...","17880",0
"k141_574107.concoct_part_3","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","18268",0
"k141_3529073.concoct_part_1","CP034665.1","Moraxella catarrhalis strain 142P87B1 chromosome, comp...","35017",0
"k141_4287854.concoct_part_0","CP053988.1","Abiotrophia defectiva strain FDAARGOS_785 chromosome, ...","1932",0
"k141_3190018.concoct_part_4","CP015036.1","Burkholderia cenocepacia strain 895 chromosome 1, comp...","18166",0
"k141_3529484.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","1589",0
"k141_2799102.concoct_part_0","CP046314.1","Gemella morbillorum strain FDAARGOS_741 chromosome, co...","3038",0
"k141_2419364.concoct_part_0","CP053998.1","Streptococcus salivarius strain FDAARGOS_771 chromosom...","10508",0
"k141_3890265.concoct_part_10","CP034157.1","Cloacibacterium normanense strain NRS-1 chromosome, co...","350",1e-91
"k141_3890265.concoct_part_14","","","",NA
"k141_217310.concoct_part_0","CP024697.1","Prevotella intermedia strain KCOM 2836 chromosome, com...","344",7e-91
"k141_1695733.concoct_part_0","","","",NA
"k141_3891555.concoct_part_0","LS483341.1","Streptococcus gordonii strain NCTC7865 genome assembly...","2453",0
"k141_2801110.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","1786",0
"k141_3531569.concoct_part_0","LS483440.1","Gemella morbillorum strain NCTC11323 genome assembly, ...","2115",0
"k141_218292.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","3046",0
"k141_948990.concoct_part_0","CP048598.1","Klebsiella aerogenes strain AUH-KAM-9 chromosome, comp...","3286",0
"k141_3892468.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","1953",0
"k141_4291086.concoct_part_0","CP052265.1","Klebsiella pneumoniae strain E16KP0287 chromosome, com...","3426",0
"k141_577424.concoct_part_0","","","",NA
"k141_1697004.concoct_part_0","Y12327.1","C.albicans DNA for yeast MDL1 homologue","2135",0
"k141_2802474.concoct_part_0","","","",NA
"k141_2422601.concoct_part_0","CP007783.1","Burkholderia cenocepacia strain DDS 22E-1 chromosome 1...","305",5e-79
"k141_3893332.concoct_part_0","","","",NA
