"","ContigID","Protein_Hit","Gene","Drug","Mechanism","Genus","Species","Family","PlasmidOrChr","Type"
"797","k141_2414931.concoct_part_1","AAK76136","patB","Fluoroquinolone","antibiotic efflux","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"796","k141_2412489.concoct_part_0","AJD73064","RlmA(II)","MLS","antibiotic target alteration","Streptococcus","Streptococcus australis",NA,"Chromosome","Chromosome"
"795","k141_2412099.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"794","k141_2411612.concoct_part_0","AAV85982","macB","MLS","antibiotic efflux","Neisseria","Neisseria bacilliformis",NA,"Chromosome","Chromosome"
"793","k141_2408681.concoct_part_0","AAK76136","patB","Fluoroquinolone","antibiotic efflux","Streptococcus","Streptococcus sp.",NA,"Chromosome","Chromosome"
"792","k141_2404295.concoct_part_0","ANZ79240","tetA(60)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus mitis",NA,"Chromosome","Chromosome"
"791","k141_2396241.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","Streptococcus","Streptococcus sp.",NA,"Chromosome","Chromosome"
"790","k141_2395941.concoct_part_0","CAA79727","tetQ","Tetracycline","antibiotic target protection","Corynebacterium","Corynebacterium diphtheriae",NA,"Chromosome","Chromosome"
"789","k141_2394235.concoct_part_0","CBJ02047","Escherichia coli ampC1 beta-lactamase","Beta-lactam","antibiotic inactivation","Atopobium","Atopobium parvulum",NA,"Chromosome","Chromosome"
"788","k141_2394185.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","Streptococcus","Streptococcus australis",NA,"Chromosome","Chromosome"
"787","k141_2394147.concoct_part_0","CAQ49384","tetM","Tetracycline","antibiotic target protection","Abiotrophia","Abiotrophia defectiva",NA,"Chromosome","Chromosome"
"786","k141_2391872.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"785","k141_2389215.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Haemophilus","Haemophilus parainfluenzae",NA,"Chromosome","Chromosome"
"784","k141_2388450.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Streptococcus","Streptococcus constellatus",NA,"Chromosome","Chromosome"
"783","k141_2384241.concoct_part_0","AAC73788","kdpE","Aminoglycoside","antibiotic efflux","Enterobacter","Enterobacter hormaechei",NA,"Chromosome","Chromosome"
"782","k141_2383926.concoct_part_0","BAC67143","tet(B)","Tetracycline","antibiotic efflux","Escherichia","Escherichia coli",NA,"Chromosome","Chromosome"
"781","k141_238118.concoct_part_0","AAF40764","farB","Antibacterial free fatty acids","antibiotic efflux","Neisseria","Neisseria meningitidis",NA,"Chromosome","Chromosome"
"780","k141_2372626.concoct_part_1","WP_104671188","efrA","Multidrug","antibiotic efflux","Streptococcus","Streptococcus agalactiae",NA,"Chromosome","Chromosome"
"779","k141_2372626.concoct_part_0","CDO61516","efrB","Multidrug","antibiotic efflux","Streptococcus","Streptococcus agalactiae",NA,"Chromosome","Chromosome"
"778","k141_2372616.concoct_part_0","CDO61516","efrB","Multidrug","antibiotic efflux","Streptococcus","Streptococcus oralis",NA,"Chromosome","Chromosome"
"777","k141_2372096.concoct_part_0","CAA79727","tetQ","Tetracycline","antibiotic target protection","Campylobacter","Campylobacter concisus",NA,"Chromosome","Chromosome"
"776","k141_2371678.concoct_part_0","AYV52072","lmrD","MLS","antibiotic efflux","Streptococcus","Streptococcus salivarius",NA,"Chromosome","Chromosome"
"775","k141_2370402.concoct_part_0","ANZ79240","tetA(60)","Tetracycline","antibiotic efflux","Enterobacter","Enterobacter hormaechei",NA,"Chromosome","Chromosome"
"774","k141_2367327.concoct_part_0","AAG05882","MexF","Multidrug","antibiotic efflux","Prevotella","Prevotella denticola",NA,"Plasmid","Plasmid"
"773","k141_2364179.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"772","k141_236384.concoct_part_7","ACJ41547","Acinetobacter baumannii AbaQ","Fluoroquinolone","antibiotic efflux","Burkholderia","Burkholderia cenocepacia",NA,"Chromosome","Chromosome"
"771","k141_2363459.concoct_part_0","AET10444","tetA(46)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus mitis",NA,"Chromosome","Chromosome"
"770","k141_2361566.concoct_part_0","AAC76093","bacA","Peptide antibiotic","antibiotic target alteration","Parvimonas","Parvimonas micra",NA,"Chromosome","Chromosome"
"769","k141_2359250.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"768","k141_235800.concoct_part_0","AAC75137","mdtC","Aminocoumarin antibiotic","antibiotic efflux","Escherichia","Escherichia coli",NA,"Chromosome","Chromosome"
"767","k141_235714.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Capnocytophaga","Capnocytophaga gingivalis",NA,"Chromosome","Chromosome"
"766","k141_2356177.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Haemophilus","Haemophilus haemolyticus",NA,"Chromosome","Chromosome"
"765","k141_2354182.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Streptococcus","Streptococcus sp.",NA,"Chromosome","Chromosome"
"764","k141_2353004.concoct_part_0","CAA09666","Klebsiella pneumoniae OmpK37","Beta-lactam","reduced permeability to antibiotic","Enterobacter","Enterobacter hormaechei",NA,"Chromosome","Chromosome"
"763","k141_2352429.concoct_part_0","ACQ82816","Acinetobacter baumannii AmvA","MLS","antibiotic efflux","Rothia","Rothia dentocariosa",NA,"Chromosome","Chromosome"
"762","k141_2350151.concoct_part_0","ABX30738","PC1 beta-lactamase (blaZ)","Beta-lactam","antibiotic inactivation","Staphylococcus","Staphylococcus aureus",NA,"Plasmid","Plasmid"
"761","k141_2348979.concoct_part_0","WP_000192137","arlR","Fluoroquinolone","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"760","k141_2343649.concoct_part_0","AAV85982","macB","MLS","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"759","k141_2337912.concoct_part_0","AET10444","tetA(46)","Tetracycline","antibiotic efflux","Abiotrophia","Abiotrophia defectiva",NA,"Chromosome","Chromosome"
"758","k141_2336584.concoct_part_0","AAV85981","macA","MLS","antibiotic efflux","Campylobacter","Campylobacter concisus",NA,"Chromosome","Chromosome"
"757","k141_2333241.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Streptococcus","Streptococcus parasanguinis",NA,"Chromosome","Chromosome"
"756","k141_2331457.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"755","k141_2329966.concoct_part_0","AAX14802","adeJ","Multidrug","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"754","k141_2327282.concoct_part_0","AAK99775","mefE","MLS","antibiotic efflux","Streptococcus","Streptococcus mitis",NA,"Chromosome","Chromosome"
"753","k141_2326359.concoct_part_0","AAK76136","patB","Fluoroquinolone","antibiotic efflux","Abiotrophia","Abiotrophia defectiva",NA,"Chromosome","Chromosome"
"752","k141_2321029.concoct_part_0","AAL73129","mel","Multidrug","antibiotic target protection","Streptococcus","Streptococcus salivarius",NA,"Chromosome","Chromosome"
"751","k141_2320722.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Mogibacterium","Mogibacterium diversum",NA,"Chromosome","Chromosome"
"750","k141_2319953.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","Rothia","Rothia dentocariosa",NA,"Chromosome","Chromosome"
"749","k141_2319637.concoct_part_1","AAG04518","fosA","Fosfomycin","antibiotic inactivation","Pseudomonas","Pseudomonas aeruginosa",NA,"Chromosome","Chromosome"
"748","k141_2317376.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Veillonella","Veillonella atypica",NA,"Chromosome","Chromosome"
"747","k141_2316486.concoct_part_0","AAC75136","mdtB","Aminocoumarin antibiotic","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"746","k141_2315808.concoct_part_0","ACQ82816","Acinetobacter baumannii AmvA","MLS","antibiotic efflux","Rothia","Rothia mucilaginosa",NA,"Chromosome","Chromosome"
"745","k141_2312888.concoct_part_0","WP_000192137","arlR","Fluoroquinolone","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"744","k141_2311907.concoct_part_0","BAE06008","mexQ","Multidrug","antibiotic efflux","Sphingomonas","Sphingomonas azotifigens",NA,"Chromosome","Chromosome"
"743","k141_2310730.concoct_part_5","ALV80601","bcr-1","Bicyclomycin","antibiotic efflux","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"742","k141_2308802.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"741","k141_2307615.concoct_part_0","AAG07763","mexW","Multidrug","antibiotic efflux","Leptotrichia","Leptotrichia wadei",NA,"Chromosome","Chromosome"
"740","k141_2306608.concoct_part_0","CAA10975","tetW","Tetracycline","antibiotic target protection","Streptococcus","Streptococcus anginosus",NA,"Chromosome","Chromosome"
"739","k141_2305811.concoct_part_0","ALV80601","bcr-1","Bicyclomycin","antibiotic efflux","Klebsiella","Klebsiella pneumoniae",NA,"Chromosome","Chromosome"
"738","k141_2305321.concoct_part_0","AAG04750","PmpM","Multidrug","antibiotic efflux","Klebsiella","Klebsiella pneumoniae",NA,"Chromosome","Chromosome"
"737","k141_2304687.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Streptococcus","Streptococcus cristatus",NA,"Chromosome","Chromosome"
"736","k141_2304650.concoct_part_0","AAG07064","mexK","Multidrug","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"735","k141_2303666.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Neisseria","Neisseria meningitidis",NA,"Chromosome","Chromosome"
"734","k141_2300319.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"733","k141_2299786.concoct_part_0","AAC74000","msbA","Nitroimidazole antibiotic","antibiotic efflux","Haemophilus","Haemophilus parainfluenzae",NA,"Chromosome","Chromosome"
"732","k141_2298979.concoct_part_0","BAE78084","mdtN","Nucleoside antibiotic","antibiotic efflux","Escherichia","Escherichia coli",NA,"Chromosome","Chromosome"
"731","k141_2297486.concoct_part_0","ABV18113","mdtG","Fosfomycin","antibiotic efflux","Veillonella","Veillonella parvula",NA,"Chromosome","Chromosome"
"730","k141_2294078.concoct_part_0","WP_000192137","arlR","Fluoroquinolone","antibiotic efflux","Gemella","Gemella sanguinis",NA,"Chromosome","Chromosome"
"729","k141_2291756.concoct_part_0","ADO96486","hmrM","Multidrug","antibiotic efflux","Haemophilus","Haemophilus parahaemolyticus",NA,"Chromosome","Chromosome"
"728","k141_2291165.concoct_part_8","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Serratia","Serratia liquefaciens",NA,"Chromosome","Chromosome"
"727","k141_2290996.concoct_part_0","ACJ41547","Acinetobacter baumannii AbaQ","Fluoroquinolone","antibiotic efflux","Klebsiella","Klebsiella pneumoniae",NA,"Chromosome","Chromosome"
"726","k141_2290575.concoct_part_0","AET10444","tetA(46)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus parasanguinis",NA,"Chromosome","Chromosome"
"725","k141_2289272.concoct_part_0","NP_252896","mexI","Multidrug","antibiotic efflux","Haemophilus","Haemophilus influenzae",NA,"Chromosome","Chromosome"
"724","k141_2286716.concoct_part_0","CAA79727","tetQ","Tetracycline","antibiotic target protection","Capnocytophaga","Capnocytophaga sputigena",NA,"Chromosome","Chromosome"
"723","k141_228408.concoct_part_0","AAN00989","Streptococcus agalactiae mprF","Peptide antibiotic","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"722","k141_2282010.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Rothia","Rothia mucilaginosa",NA,"Chromosome","Chromosome"
"721","k141_2280267.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","","",NA,"Chromosome","Chromosome"
"720","k141_22797.concoct_part_0","AAC75089","ugd","Peptide antibiotic","antibiotic target alteration","Veillonella","Veillonella parvula",NA,"Chromosome","Chromosome"
"719","k141_2278418.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","Prevotella","Prevotella sp.",NA,"Chromosome","Chromosome"
"718","k141_2276074.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","Gemella","Gemella haemolysans",NA,"Chromosome","Chromosome"
"717","k141_2275146.concoct_part_0","CBJ02047","Escherichia coli ampC1 beta-lactamase","Beta-lactam","antibiotic inactivation","","",NA,"Chromosome","Chromosome"
"716","k141_2275101.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","Streptococcus","Streptococcus sp.",NA,"Chromosome","Chromosome"
"715","k141_2269262.concoct_part_0","WP_000192137","arlR","Fluoroquinolone","antibiotic efflux","Rothia","Rothia mucilaginosa",NA,"Chromosome","Chromosome"
"714","k141_2268286.concoct_part_0","WP_104671188","efrA","Multidrug","antibiotic efflux","Streptococcus","Streptococcus australis",NA,"Chromosome","Chromosome"
"713","k141_2267678.concoct_part_0","AAD51347","smeS","Multidrug","antibiotic efflux","","",NA,"Chromosome","Chromosome"
"712","k141_2266778.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","Veillonella","Veillonella atypica",NA,"Chromosome","Chromosome"
"711","k141_226624.concoct_part_4","ABO11759","Acinetobacter baumannii AbaF","Fosfomycin","antibiotic efflux","Serratia","Serratia marcescens",NA,"Plasmid","Plasmid"
"710","k141_2266199.concoct_part_3","ALH22601","adeL","Multidrug","antibiotic efflux","Serratia","Serratia liquefaciens",NA,"Chromosome","Chromosome"
"709","k141_2264651.concoct_part_0","CDO61516","efrB","Multidrug","antibiotic efflux","Streptococcus","Streptococcus oralis",NA,"Chromosome","Chromosome"
"708","k141_2262260.concoct_part_0","AAC73564","acrB","Multidrug","antibiotic efflux","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"707","k141_2262210.concoct_part_0","AAC73564","acrB","Multidrug","antibiotic efflux","Serratia","Serratia marcescens",NA,"Chromosome","Chromosome"
"706","k141_2261942.concoct_part_0","ADP36409","Bifidobacteria intrinsic ileS conferring resistance to mupirocin","Mupirocin","antibiotic target alteration","Mogibacterium","Mogibacterium diversum",NA,"Chromosome","Chromosome"
"705","k141_2259607.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Haemophilus","Haemophilus parainfluenzae",NA,"Chromosome","Chromosome"
"704","k141_2253382.concoct_part_1","CAA79727","tetQ","Tetracycline","antibiotic target protection","Prevotella","Prevotella sp.",NA,"Chromosome","Chromosome"
"703","k141_2253048.concoct_part_0","WP_000192137","arlR","Fluoroquinolone","antibiotic efflux","Leptotrichia","Leptotrichia wadei",NA,"Chromosome","Chromosome"
"702","k141_2252989.concoct_part_0","AAB58161","ceoB","Multidrug","antibiotic efflux","Prevotella","Prevotella melaninogenica",NA,"Chromosome","Chromosome"
"701","k141_2252489.concoct_part_0","ANZ79241","tetB(60)","Tetracycline","antibiotic efflux","Streptococcus","Streptococcus parasanguinis",NA,"Chromosome","Chromosome"
"700","k141_2248737.concoct_part_0","AAF42063","mtrC","Multidrug","antibiotic efflux","Rothia","Rothia mucilaginosa",NA,"Chromosome","Chromosome"
"699","k141_2246715.concoct_part_0","AAO47226","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","Aminocoumarin antibiotic","antibiotic target alteration","Haemophilus","Haemophilus influenzae",NA,"Chromosome","Chromosome"
"698","k141_2243821.concoct_part_0","AAG04750","PmpM","Multidrug","antibiotic efflux","Neisseria","Neisseria subflava",NA,"Chromosome","Chromosome"
"697","k141_2243212.concoct_part_0","AAB58161","ceoB","Multidrug","antibiotic efflux","Veillonella","Veillonella parvula",NA,"Chromosome","Chromosome"
